roi_id,roi_source_excel_column,k_ref_amplitude,k_ref_half_width,k_ref_peak_location,k_ref_integral,k_ref_peak_count,k_ref_multiple_responses,k_ref_response_detected,normalized_negative_fraction,majority_negative_trace,exclude_primary_analysis,exclusion_reason,k_ref_free_coef,k_ref_free_coef_ci_low,k_ref_free_coef_ci_high,k_ref_coef_fast,k_ref_coef_fast_ci_low,k_ref_coef_fast_ci_high,k_ref_tau_fast,k_ref_tau_fast_ci_low,k_ref_tau_fast_ci_high,k_ref_coef_slow,k_ref_coef_slow_ci_low,k_ref_coef_slow_ci_high,k_ref_tau_slow,k_ref_tau_slow_ci_low,k_ref_tau_slow_ci_high,k_ref_gof,k_ref_percent_fast,k_ref_fit_available,k_ref_fit_any_value_present,k_ref_fitted_peak_component,k_ref_fit_amplitude_relative_difference
ROI_035,AJ,4.666899282816968,12.447635147755022,204.0,79.7551506849621,1,False,True,0.0999213217938631,False,False,,0.07017867920874292,-4.0700269758455,4.210384334262986,5.093034905035338,4.843169741104356,5.342900068966319,10.759375996103737,9.967999418991317,11.550752573216156,0.0002972361100091391,-3.8889940868331805,3.8895885590531987,251.67560412746667,-4877174.9687485425,4877678.319956797,0.9927990315342353,0.9999416421113384,True,True,5.093332141145347,0.09137391498857926
ROI_036,AK,6.220509224647839,14.530908255389875,204.0,131.6753901152569,1,False,True,0.0,False,False,,0.11406874420364965,-3512.4272117667865,3512.6553492551934,6.420362797531436,6.102969611181374,6.737755983881499,13.379439055399004,12.457730638620909,14.3011474721771,0.029597262168605292,-3512.18136031071,3512.2405548350466,6411.215096708964,-771648152.7425631,771660975.1727566,0.9952432421100232,0.9954112487682627,True,True,6.449960059700041,0.0368861819452076
ROI_037,AL,4.78751285584415,12.677348293635845,204.0,98.07557289610355,1,False,True,0.007867820613690008,False,False,,0.10857223369601109,-473.66298678424704,473.88013125163906,4.728297667685935,4.665293156542573,4.791302178829298,12.890642365450555,12.643236386896652,13.138048344004458,0.025651382123398736,-473.68024554874916,473.7315483129959,5211.459448901161,-97910610.39527391,97921033.31417172,0.9996029003640897,0.9946041949851299,True,True,4.753949049809334,0.007010697839452112
ROI_038,AM,4.156482226941027,19.139117183115786,204.0,102.83607998994097,1,False,True,0.07395751376868608,False,False,,0.012918123031541513,-2.7335992342958737,2.7594354803589565,4.662934066965103,3.1137358081188715,6.212132325811334,18.40715369325506,13.752602371556065,23.061705014954057,0.0004193648184525327,-1.2888702908569665,1.2897090204938715,125.52573943196892,-1834061.7625636067,1834312.8140424709,0.9868769510224829,0.9999100722635358,True,True,4.663353431783555,0.12194716040336859
ROI_039,AN,5.1640277772028895,10.938532515718208,204.0,81.5571834079268,1,False,True,0.07867820613690008,False,False,,0.0001858566066251393,-1.3957827087320323,1.3961544219452824,5.247766976216881,5.14741947719187,5.348114475241892,10.260054468516897,9.957649905274032,10.562459031759762,0.125791699472567,-1.170489954871372,1.422073353816506,228.83889431797144,-3401.7938700088375,3859.4716586447807,0.9987593210742172,0.976590615816356,True,True,5.3735586756894484,0.04057509129047558
ROI_040,AO,6.819824594940962,10.945326517740625,203.0,164.18295352242765,1,False,True,0.0055074744295830055,False,False,,9.54252984441316e-10,,,6.328492127254277,6.076584432285928,6.580399822222626,8.38571662215674,7.699113142938011,9.072320101375471,1.3328324453751503,1.1024511235688497,1.563213767181451,100.00000080834599,72.62098554498296,127.37901607170902,0.9832311023857527,0.8260310690742984,True,True,7.661324572629427,0.12339026700374393
ROI_041,AP,7.0254580606453345,12.920549351065574,204.0,136.62735298719053,1,False,True,0.0,False,False,,0.11156324385542167,-1589.6338022371856,1589.8569287248965,7.218528410862286,7.0217503791884734,7.415306442536098,12.688187865868112,12.184994168425938,13.191381563310287,0.024966520408192888,-1589.5164016349997,1589.5663346758163,5371.125435870294,-347692454.66750443,347703196.9183762,0.9981760724410054,0.996553249412737,True,True,7.243494931270479,0.031035253323413333
ROI_042,AQ,4.176941926845279,12.723059214633992,204.0,85.20955523843561,1,False,True,0.0967741935483871,False,False,,0.0038752327834134844,-1.867676822265093,1.87542728783192,4.131266178848417,4.050043360124955,4.212488997571879,12.694254391840076,12.366527591179862,13.02198119250029,0.16645360335786435,-1.6223548701382842,1.9552620768540128,311.97387125088926,-4336.595758172836,4960.543500674616,0.9993750674268631,0.9612693214557572,True,True,4.297719782206282,0.0289153781585426
ROI_043,AR,4.8617066647046725,15.572292457674592,204.0,130.22267053684294,1,False,True,0.13847364280094415,False,False,,0.050420058198462576,-7.444390495913239,7.5452306123101645,4.833398834988083,4.542384697698483,5.124412972277683,15.008223971386457,13.988395727041128,16.028052215731787,0.27759881345728893,-6.9203076853607355,7.475505312275314,353.310583900786,-12065.113117518487,12771.734285320059,0.9971936476888905,0.9456859829427378,True,True,5.110997648445372,0.051276434580168805
ROI_044,AS,5.532803815777182,12.954242614872328,204.0,138.04258395753635,1,False,True,0.003933910306845004,False,False,,4.5409658992216326e-14,,,4.645330495366231,4.513906834081531,4.776754156650931,12.56106345709982,11.805102146174185,13.317024768025455,0.9180370216776513,0.8346551765647304,1.0014188667905723,100.00000000000166,,,0.9848823366237943,0.8349853719235406,True,True,5.563367517043883,0.005524089102806437
ROI_045,AT,4.218526228013836,11.279029788559455,204.0,71.47186617272024,1,False,True,0.05586152635719906,False,False,,0.00011330749472946875,-0.17688328651192423,0.17710990150138314,4.139383091254279,4.048792497834062,4.229973684674497,10.802308872169688,10.5096151367616,11.095002607577776,0.19373511418189562,0.09728159616528001,0.2901886321985112,100.07794486918652,-105.6231694667051,305.77905920507817,0.9993368296933921,0.9552896770877743,True,True,4.3331182054361745,0.027163983635178354
ROI_046,AU,2.330835300188856,11.204751068824692,204.0,48.55727262762715,1,False,True,0.16837136113296616,False,False,,2.666227803814025e-06,-0.10834925663759927,0.1083545890932069,2.1512626252711717,2.099500576621406,2.2030246739209374,10.090449341561992,9.76858594319101,10.412312739932975,0.2505915608459913,0.18823756619499374,0.3129455554969889,100.00015344451496,4.4346679404129645,195.56563894861696,0.9990159351816343,0.8956674546296677,True,True,2.401854186117163,0.030469285377028945
ROI_047,AV,3.7480543353639533,13.754514555770072,205.0,81.6606691573141,1,False,True,0.1038552321007081,False,False,,0.027717181968868333,-0.08412997898395633,0.13956434292169298,3.4882874466823957,3.4212915107582407,3.5552833826065506,12.619010981590563,12.363420186920534,12.874601776260592,0.23544349656097951,0.1827060980678014,0.28818089505415767,100.9661222736571,-11.277320081321477,213.2095646286357,0.9997601782821268,0.9367721513316674,True,True,3.723730943243375,0.006489604990802832
ROI_048,AW,5.620617890229565,17.50251345658441,204.0,131.1893601598054,1,False,True,0.07710464201416208,False,False,,0.02794934768981935,-2.205385295561701,2.2612839909413394,6.002616455777615,4.937592278946395,7.0676406326088355,17.505305565492066,14.99031656335753,20.020294567626603,0.002114794040527116,-1.2143625290856297,1.2185921171666838,130.313607291008,-292919.4701753966,293180.09738997865,0.9946953968222106,0.9996478120414479,True,True,6.004731249818143,0.0683400592408692
ROI_049,AX,6.320283070915228,14.966508585461924,203.0,186.52174080318275,1,False,True,0.006294256490952006,False,False,,8.267948412321003e-09,,,5.657591087018003,5.276159777561673,6.039022396474333,11.936453825413423,10.534632535355605,13.338275115471241,1.4672329769495087,1.0613390698408092,1.8731268840582083,100.00000079962034,62.53797354697991,137.46202805226076,0.979923311645166,0.7940674795929671,True,True,7.124824063967512,0.12729508853086532
ROI_050,AY,5.990428410138714,10.298148565919746,204.0,98.67546928862927,1,False,True,0.021243115656963022,False,False,,1.1059473636581815e-08,,,5.911115969679084,5.8453927295664405,5.976839209791728,9.687252006201673,9.472233553559109,9.902270458844237,0.2792245074757757,0.21485149707351436,0.34359751787803705,106.45055747690027,67.81345284645577,145.08766210734478,0.9986333480767143,0.9548935137725882,True,True,6.19034047715486,0.033371914883048685
ROI_051,AZ,3.416665594322211,15.593122290753996,204.0,99.54031204201539,1,False,True,0.016522423288749016,False,False,,0.12213823309103569,-0.04752186068387568,0.2917983268659471,3.1411673124629313,3.011162115993576,3.2711725089322865,16.09807365188629,15.550992408826282,16.645154894946295,0.22146065091805722,0.1621205105171104,0.28080079131900404,104.0035074411495,-94.27080492475135,302.2778198070503,0.9996875204455558,0.9341406027280558,True,True,3.3626279633809886,0.015815896946725434
ROI_052,BA,3.007430227782394,16.9223535619779,204.0,92.26062918978823,1,False,True,0.12195121951219512,False,False,,6.7479590719035735e-12,,,2.415990041454372,2.3939177487120493,2.4380623341966943,17.476951800019375,17.120811704996598,17.833091895042152,0.5455131773448606,0.5263200357612035,0.5647063189285177,100.00000000888312,,,0.9986311342071893,0.8157985532880684,True,True,2.9615032187992325,0.015271180211893746
ROI_053,BB,2.5924553918079076,16.51461565689408,204.0,74.78175177938914,1,False,True,0.2022029897718332,False,False,,1.658896287914794e-06,-0.02638208385795512,0.026385401650530948,2.163766627953955,2.1280052359143706,2.199528019993539,17.0149073401935,16.559332469493654,17.470482210893344,0.3990718913116988,0.3344872429389689,0.46365653968442866,100.0000000006066,,,0.9991035349005225,0.844285198496998,True,True,2.5628385192656538,0.01142425541278065
ROI_054,BC,5.38669016712328,16.842886666188747,204.0,120.97321843219143,1,False,True,0.02753737214791503,False,False,,0.0761471201844245,-1775.6780322477275,1775.8303264880965,5.365010277725583,4.824932617614418,5.905087937836748,16.527464010495628,14.655468671384169,18.399459349607085,0.012382788347836413,-1775.1854141243316,1775.2101797010273,3850.8637016165785,-566305646.6662968,566313348.3937,0.9926454443680589,0.9976972506573937,True,True,5.377393066073419,0.0017259394473074137
ROI_055,BD,5.673385419200393,14.00015215645098,204.0,107.2592400625999,1,False,True,0.0007867820613690008,False,False,,0.05440468817606795,-1278.9889206226387,1279.0977299989906,6.119627372898421,5.8043817956318815,6.43487295016496,12.52145687793168,11.554225045579802,13.488688710283558,0.006335229504547788,-1278.705497482301,1278.7181679413104,3771.3081903788684,-779444264.1088326,779451806.7252133,0.9931318387595925,0.9989658393438343,True,True,6.125962602402969,0.07977197912042468
ROI_056,BE,5.411571047408957,14.55967828461769,204.0,114.97186182421183,1,False,True,0.03697875688434304,False,False,,2.0138770916961293e-08,-1.5746265676440958,1.5746266079216376,5.583867304692513,4.623361884815637,6.544372724569389,12.55270843935841,10.270189391384537,14.835227487332283,0.4023528529885082,-0.3302699372645591,1.1349756432415754,100.00000040491837,-821.5872816065533,1021.5872824163902,0.9810480997786585,0.9327868266802313,True,True,5.986220157681021,0.10618896162274422
ROI_057,BF,5.83657638994708,11.524171672150828,204.0,123.80729194939218,1,False,True,0.1093627065302911,False,False,,2.1975454155283654e-12,,,5.272112538280392,5.1593851024509885,5.384839974109795,9.029802745201511,8.647999089653077,9.411606400749946,0.8462411706301738,0.7935882494598598,0.8988940918004877,100.00000000015785,,,0.9907424481795671,0.8616880927629704,True,True,6.118353708910566,0.04827784306032884
ROI_058,BG,5.50606874491916,15.009983433167548,204.0,103.56985081980017,1,False,True,0.03383162863886703,False,False,,0.006609752639022227,-1.3359973667056733,1.3492168719837179,5.976715315481725,5.255795604479744,6.697635026483706,13.890784194284207,12.249379143411089,15.532189245157324,0.0002634954463590195,-0.6797462973848091,0.6802732882775272,110.42723105344123,-1262802.9979743073,1263023.852436414,0.992949938997939,0.9999559149438715,True,True,5.976978810928084,0.0855256423094001
ROI_059,BH,5.975196542166505,15.363869965571837,204.0,165.11384393124376,1,False,True,0.02753737214791503,False,False,,1.5758013177157122e-10,,,5.359446644233053,5.270788184168562,5.448105104297544,16.635182175841422,16.02233674326124,17.248027608421605,0.7095512123094653,0.63578587914661,0.7833165454723205,100.00000000000023,,,0.9947774218337968,0.8830859346004624,True,True,6.068997856542518,0.01569844836300606
ROI_060,BI,2.9749193816403134,11.280669758810546,204.0,59.633311839744785,1,False,True,0.11014948859166011,False,False,,1.998023409121772e-08,-0.025965592508606423,0.025965632469074608,2.626600642069452,2.59629065290989,2.6569106312290143,11.646492947535155,11.368617756189566,11.924368138880743,0.27753235848263325,0.2230058754145991,0.3320588415506674,100.0000000033945,,,0.9985384298833448,0.9044353828044812,True,True,2.9041330005520853,0.023794386337016585
ROI_061,BJ,3.7172060634076334,12.776310090282152,204.0,81.15638693467582,1,False,True,0.1093627065302911,False,False,,9.582190720919422e-08,-0.04758842135396271,0.04758861299777713,3.1816428817130356,3.124285383093536,3.239000380332535,13.748918140650021,13.275195204655477,14.222641076644566,0.35928195679076863,0.25312571684404594,0.4654381967374913,100.00000000040339,,,0.9976280716180861,0.8985344300777136,True,True,3.540924838503804,0.04742304351624481
